"Live Graph Properties",
"Device","Status","Serial Number",
"1","Enabled","354044",
"2","Disabled","",
"3","Disabled","",
"4","Disabled","",
"5","Disabled","",
"6","Disabled","",
"7","Disabled","",
"8","Disabled","",
"9","Disabled","",
"10","Disabled","",
"11","Disabled","",
"12","Disabled","",
"13","Disabled","",
"14","Disabled","",
"15","Disabled","",
"16","Disabled","",
"Sum","Disabled","",
"Math","Disabled","",

"Device 1",
"Live Graph Table",
"Sample Number","Tracking Value","Date","Time",
"0","18.50758","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"1","18.50758","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"2","18.50729","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"3","18.50729","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"4","18.50666","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"5","18.50666","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"6","18.50727","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"7","18.50727","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"8","18.50668","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"9","18.50668","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"10","18.50666","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"11","18.50666","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"12","18.5063","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"13","18.5063","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"14","18.50661","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"15","18.50661","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"16","18.50761","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"17","18.50761","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"18","18.50841","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"19","18.50841","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"20","18.50821","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"21","18.50821","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"22","18.50725","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"23","18.50725","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"24","18.5074","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"25","18.5074","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"26","18.50711","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"27","18.50711","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"28","18.50718","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"29","18.50718","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"30","18.50718","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"31","18.50718","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"32","18.5068","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"33","18.5068","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"34","18.50746","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"35","18.50746","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"36","18.5065","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"37","18.5065","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"38","18.50749","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"39","18.50749","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"40","18.50666","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"41","18.50666","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"42","18.50762","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"43","18.50762","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"44","18.50697","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"45","18.50697","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"46","18.50778","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"47","18.50778","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"48","18.50656","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"49","18.50656","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"50","18.5071","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"51","18.5071","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"52","18.5062","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"53","18.5062","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"54","18.50748","8/31/2026 2:12:05 PM","8/31/2026 2:12:05 PM",
"55","18.50748","8/31/2026 2:12:06 PM","8/31/2026 2:12:06 PM",
"56","18.50667","8/31/2026 2:12:06 PM","8/31/2026 2:12:06 PM",
"57","18.50667","8/31/2026 2:12:06 PM","8/31/2026 2:12:06 PM",
"58","18.50721","8/31/2026 2:12:06 PM","8/31/2026 2:12:06 PM",
"59","18.50721","8/31/2026 2:12:06 PM","8/31/2026 2:12:06 PM",
"60","18.50686","8/31/2026 2:12:06 PM","8/31/2026 2:12:06 PM",
"61","18.50686","8/31/2026 2:12:06 PM","8/31/2026 2:12:06 PM",
"62","18.50717","8/31/2026 2:12:06 PM","8/31/2026 2:12:06 PM",
"63","18.50717","8/31/2026 2:12:06 PM","8/31/2026 2:12:06 PM",
"64","18.50785","8/31/2026 2:12:06 PM","8/31/2026 2:12:06 PM",
"65","18.50785","8/31/2026 2:12:06 PM","8/31/2026 2:12:06 PM",
"66","18.50637","8/31/2026 2:12:06 PM","8/31/2026 2:12:06 PM",
"67","18.50637","8/31/2026 2:12:06 PM","8/31/2026 2:12:06 PM",
"68","18.50695","8/31/2026 2:12:06 PM","8/31/2026 2:12:06 PM",
"69","18.50695","8/31/2026 2:12:06 PM","8/31/2026 2:12:06 PM",
