"Live Graph Properties",
"Device","Status","Serial Number",
"1","Enabled","354044",
"2","Disabled","",
"3","Disabled","",
"4","Disabled","",
"5","Disabled","",
"6","Disabled","",
"7","Disabled","",
"8","Disabled","",
"9","Disabled","",
"10","Disabled","",
"11","Disabled","",
"12","Disabled","",
"13","Disabled","",
"14","Disabled","",
"15","Disabled","",
"16","Disabled","",
"Sum","Disabled","",
"Math","Disabled","",

"Device 1",
"Live Graph Table",
"Sample Number","Tracking Value","Date","Time",
"0","18.21181","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"1","18.21106","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"2","18.21106","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"3","18.21146","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"4","18.21146","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"5","18.2113","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"6","18.2113","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"7","18.21093","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"8","18.21093","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"9","18.21147","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"10","18.21147","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"11","18.2113","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"12","18.2113","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"13","18.21122","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"14","18.21122","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"15","18.21086","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"16","18.21086","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"17","18.21086","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"18","18.21086","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"19","18.21078","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"20","18.21078","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"21","18.21064","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"22","18.21064","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"23","18.21082","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"24","18.21082","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"25","18.21065","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"26","18.21065","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"27","18.21134","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"28","18.21134","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"29","18.2112","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"30","18.2112","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"31","18.21081","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"32","18.21081","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"33","18.21028","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"34","18.21028","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"35","18.21025","9/2/2026 2:55:18 PM","9/2/2026 2:55:18 PM",
"36","18.21025","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"37","18.21131","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"38","18.21131","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"39","18.21086","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"40","18.21086","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"41","18.21009","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"42","18.21009","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"43","18.21038","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"44","18.21038","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"45","18.21076","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"46","18.21076","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"47","18.2106","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"48","18.2106","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"49","18.21117","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"50","18.21117","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"51","18.21122","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"52","18.21122","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"53","18.21162","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"54","18.21162","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"55","18.2112","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"56","18.2112","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"57","18.21052","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"58","18.21052","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"59","18.21071","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"60","18.21071","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"61","18.21128","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"62","18.21128","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"63","18.21055","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"64","18.21055","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"65","18.21108","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"66","18.21108","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"67","18.21008","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"68","18.21008","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"69","18.20925","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"70","18.20925","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"71","18.20983","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"72","18.20983","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"73","18.21181","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"74","18.21181","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"75","18.21053","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"76","18.21053","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"77","18.21047","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"78","18.21047","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"79","18.20923","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"80","18.20923","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"81","18.21187","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"82","18.21187","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"83","18.21047","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"84","18.21047","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"85","18.21012","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"86","18.21012","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"87","18.20973","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"88","18.20973","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"89","18.21081","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"90","18.21081","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"91","18.21017","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"92","18.21017","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"93","18.21047","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"94","18.21047","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"95","18.21078","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"96","18.21078","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"97","18.21114","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"98","18.21114","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"99","18.21089","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"100","18.21089","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"101","18.21063","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"102","18.21063","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"103","18.21134","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"104","18.21134","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"105","18.21099","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"106","18.21099","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"107","18.21106","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"108","18.21106","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"109","18.21004","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"110","18.21004","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"111","18.21051","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"112","18.21051","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"113","18.21045","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"114","18.21045","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"115","18.21003","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"116","18.21003","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"117","18.20994","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"118","18.20994","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"119","18.20863","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"120","18.20863","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"121","18.20967","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"122","18.20967","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"123","18.20967","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"124","18.2094","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"125","18.2094","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"126","18.20971","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"127","18.20971","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"128","18.20929","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"129","18.20929","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"130","18.21087","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"131","18.21087","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"132","18.2093","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"133","18.2093","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"134","18.20901","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"135","18.20901","9/2/2026 2:55:19 PM","9/2/2026 2:55:19 PM",
"136","18.20956","9/2/2026 2:55:20 PM","9/2/2026 2:55:20 PM",
