"Live Graph Properties",
"Device","Status","Serial Number",
"1","Enabled","354044",
"2","Disabled","",
"3","Disabled","",
"4","Disabled","",
"5","Disabled","",
"6","Disabled","",
"7","Disabled","",
"8","Disabled","",
"9","Disabled","",
"10","Disabled","",
"11","Disabled","",
"12","Disabled","",
"13","Disabled","",
"14","Disabled","",
"15","Disabled","",
"16","Disabled","",
"Sum","Disabled","",
"Math","Disabled","",

"Device 1",
"Live Graph Table",
"Sample Number","Tracking Value","Date","Time",
"0","18.49857","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"1","18.49857","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"2","18.49889","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"3","18.49889","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"4","18.49926","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"5","18.49926","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"6","18.49906","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"7","18.49906","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"8","18.49788","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"9","18.49788","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"10","18.49836","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"11","18.49836","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"12","18.49813","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"13","18.49813","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"14","18.49942","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"15","18.49942","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"16","18.49795","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"17","18.49795","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"18","18.49972","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"19","18.49972","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"20","18.49863","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"21","18.49863","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"22","18.49874","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"23","18.49874","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"24","18.49854","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"25","18.49854","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"26","18.49849","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"27","18.49849","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"28","18.49883","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"29","18.49883","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"30","18.49889","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"31","18.49889","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"32","18.49873","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"33","18.49873","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"34","18.49878","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"35","18.49878","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"36","18.49816","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"37","18.49816","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"38","18.49907","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"39","18.49907","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"40","18.4981","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"41","18.4981","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"42","18.49898","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"43","18.49898","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"44","18.49821","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"45","18.49821","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"46","18.49869","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"47","18.49869","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"48","18.49836","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"49","18.49836","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"50","18.4986","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"51","18.4986","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"52","18.49816","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"53","18.49816","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"54","18.49838","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"55","18.49838","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"56","18.49966","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"57","18.49966","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"58","18.49786","8/31/2026 2:12:41 PM","8/31/2026 2:12:41 PM",
"59","18.49786","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"60","18.49899","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"61","18.49899","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"62","18.4974","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"63","18.4974","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"64","18.49923","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"65","18.49923","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"66","18.49814","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"67","18.49814","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"68","18.49831","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"69","18.49831","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"70","18.49779","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"71","18.49779","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"72","18.49929","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"73","18.49929","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"74","18.49802","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"75","18.49802","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"76","18.49852","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"77","18.49852","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"78","18.4992","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"79","18.4992","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"80","18.49898","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"81","18.49898","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"82","18.49895","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"83","18.49895","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"84","18.49849","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"85","18.49849","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"86","18.49901","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"87","18.49901","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"88","18.49906","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"89","18.49906","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"90","18.49917","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"91","18.49917","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"92","18.49825","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"93","18.49825","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"94","18.49825","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"95","18.49779","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"96","18.49779","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"97","18.4987","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"98","18.4987","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"99","18.49859","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"100","18.49859","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"101","18.49876","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"102","18.49876","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"103","18.49913","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"104","18.49913","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"105","18.49995","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"106","18.49995","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"107","18.4988","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"108","18.4988","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"109","18.49787","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"110","18.49787","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"111","18.49883","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"112","18.49883","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"113","18.49842","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"114","18.49842","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"115","18.49785","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"116","18.49785","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"117","18.49863","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"118","18.49863","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"119","18.4991","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"120","18.4991","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"121","18.49838","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"122","18.49838","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"123","18.4984","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"124","18.4984","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"125","18.49887","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"126","18.49887","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"127","18.49866","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"128","18.49866","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"129","18.49958","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"130","18.49958","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"131","18.49774","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"132","18.49774","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"133","18.49793","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"134","18.49793","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"135","18.50014","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"136","18.50014","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"137","18.49828","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"138","18.49828","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"139","18.49982","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"140","18.49982","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"141","18.49661","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"142","18.49661","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"143","18.49991","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"144","18.49991","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"145","18.4974","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"146","18.4974","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"147","18.49843","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"148","18.49843","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"149","18.49753","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"150","18.49753","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"151","18.49797","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"152","18.49797","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"153","18.49779","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"154","18.49779","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"155","18.49564","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"156","18.49564","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"157","18.49845","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"158","18.49845","8/31/2026 2:12:42 PM","8/31/2026 2:12:42 PM",
"159","18.4972","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"160","18.4972","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"161","18.49827","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"162","18.49827","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"163","18.49579","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"164","18.49579","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"165","18.49745","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"166","18.49745","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"167","18.49605","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"168","18.49605","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"169","18.49663","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"170","18.49663","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"171","18.49549","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"172","18.49549","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"173","18.4966","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"174","18.4966","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"175","18.49615","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"176","18.49615","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"177","18.49525","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"178","18.49525","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"179","18.49466","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"180","18.49466","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"181","18.49478","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"182","18.49478","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"183","18.49441","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"184","18.49441","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"185","18.49385","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"186","18.49385","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"187","18.49359","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
"188","18.49359","8/31/2026 2:12:43 PM","8/31/2026 2:12:43 PM",
