"Live Graph Properties",
"Device","Status","Serial Number",
"1","Enabled","354044",
"2","Disabled","",
"3","Disabled","",
"4","Disabled","",
"5","Disabled","",
"6","Disabled","",
"7","Disabled","",
"8","Disabled","",
"9","Disabled","",
"10","Disabled","",
"11","Disabled","",
"12","Disabled","",
"13","Disabled","",
"14","Disabled","",
"15","Disabled","",
"16","Disabled","",
"Sum","Disabled","",
"Math","Disabled","",

"Device 1",
"Live Graph Table",
"Sample Number","Tracking Value","Date","Time",
"0","18.27872","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"1","18.27685","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"2","18.27685","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"3","18.27572","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"4","18.27572","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"5","18.27556","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"6","18.27556","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"7","18.27651","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"8","18.27651","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"9","18.27737","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"10","18.27737","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"11","18.27737","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"12","18.27786","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"13","18.27786","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"14","18.27875","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"15","18.27875","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"16","18.27986","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"17","18.27986","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"18","18.28039","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"19","18.28039","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"20","18.27974","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"21","18.27974","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"22","18.28006","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"23","18.28006","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"24","18.27628","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"25","18.27628","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"26","18.27578","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"27","18.27578","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"28","18.27507","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"29","18.27507","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"30","18.27664","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"31","18.27664","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"32","18.27702","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"33","18.27702","9/2/2026 1:55:58 PM","9/2/2026 1:55:58 PM",
"34","18.27891","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"35","18.27891","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"36","18.27937","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"37","18.27937","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"38","18.27909","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"39","18.27909","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"40","18.27883","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"41","18.27883","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"42","18.27864","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"43","18.27864","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"44","18.27837","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"45","18.27837","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"46","18.2799","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"47","18.2799","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"48","18.27946","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"49","18.27946","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"50","18.27794","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"51","18.27794","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"52","18.27658","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"53","18.27658","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"54","18.27624","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"55","18.27624","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"56","18.2765","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"57","18.2765","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"58","18.27864","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"59","18.27864","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"60","18.27871","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"61","18.27871","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"62","18.27795","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"63","18.27795","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"64","18.27806","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"65","18.27806","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"66","18.2787","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"67","18.2787","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"68","18.27898","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"69","18.27898","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"70","18.27873","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"71","18.27873","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"72","18.27924","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"73","18.27924","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"74","18.27921","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"75","18.27921","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"76","18.27854","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"77","18.27854","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"78","18.27735","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"79","18.27735","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"80","18.27601","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"81","18.27601","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"82","18.27576","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"83","18.27576","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"84","18.27759","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"85","18.27759","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"86","18.27873","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"87","18.27873","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"88","18.27966","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"89","18.27966","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"90","18.27983","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"91","18.27983","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"92","18.28085","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"93","18.28085","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"94","18.28041","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"95","18.28041","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"96","18.27987","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"97","18.27987","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"98","18.27792","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"99","18.27792","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"100","18.27705","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"101","18.27705","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"102","18.27552","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"103","18.27552","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"104","18.27653","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"105","18.27653","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"106","18.27662","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"107","18.27662","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"108","18.27758","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"109","18.27758","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"110","18.27817","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"111","18.27817","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"112","18.27939","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"113","18.27939","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"114","18.27915","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"115","18.27915","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"116","18.27897","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"117","18.27897","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"118","18.27808","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"119","18.27808","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"120","18.27858","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"121","18.27858","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"122","18.27852","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"123","18.27852","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"124","18.27847","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"125","18.27847","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"126","18.27692","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"127","18.27692","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"128","18.27704","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"129","18.27704","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"130","18.27674","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"131","18.27674","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"132","18.27751","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"133","18.27751","9/2/2026 1:55:59 PM","9/2/2026 1:55:59 PM",
"134","18.27786","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"135","18.27786","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"136","18.27867","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"137","18.27867","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"138","18.27933","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"139","18.27933","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"140","18.27788","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"141","18.27788","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"142","18.27858","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"143","18.27762","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"144","18.27762","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"145","18.2796","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"146","18.2796","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"147","18.27884","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"148","18.27884","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"149","18.27862","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"150","18.27862","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"151","18.27736","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"152","18.27736","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"153","18.27807","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"154","18.27807","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"155","18.27636","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"156","18.27636","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"157","18.27683","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"158","18.27683","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"159","18.27715","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"160","18.27715","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"161","18.27887","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"162","18.27887","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"163","18.27823","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"164","18.27823","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"165","18.27896","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"166","18.27896","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"167","18.27897","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"168","18.27897","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"169","18.27887","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"170","18.27887","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"171","18.27829","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"172","18.27829","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"173","18.27785","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"174","18.27785","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"175","18.2762","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"176","18.2762","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"177","18.27597","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"178","18.27597","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"179","18.27478","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"180","18.27478","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"181","18.27545","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"182","18.27545","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"183","18.27581","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
"184","18.27581","9/2/2026 1:56:00 PM","9/2/2026 1:56:00 PM",
