"Live Graph Properties",
"Device","Status","Serial Number",
"1","Enabled","354044",
"2","Disabled","",
"3","Disabled","",
"4","Disabled","",
"5","Disabled","",
"6","Disabled","",
"7","Disabled","",
"8","Disabled","",
"9","Disabled","",
"10","Disabled","",
"11","Disabled","",
"12","Disabled","",
"13","Disabled","",
"14","Disabled","",
"15","Disabled","",
"16","Disabled","",
"Sum","Disabled","",
"Math","Disabled","",

"Device 1",
"Live Graph Table",
"Sample Number","Tracking Value","Date","Time",
"0","18.27545","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"1","18.27545","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"2","18.27619","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"3","18.27619","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"4","18.27545","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"5","18.27545","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"6","18.27448","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"7","18.27448","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"8","18.27458","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"9","18.27458","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"10","18.27527","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"11","18.27527","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"12","18.27509","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"13","18.27509","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"14","18.27538","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"15","18.27538","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"16","18.27487","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"17","18.27487","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"18","18.27499","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"19","18.27499","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"20","18.27542","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"21","18.27542","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"22","18.27566","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"23","18.27566","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"24","18.27505","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"25","18.27505","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"26","18.27528","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"27","18.27528","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"28","18.27474","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"29","18.27474","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"30","18.27496","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"31","18.27496","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"32","18.27444","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"33","18.27444","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"34","18.27439","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"35","18.27439","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"36","18.27464","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"37","18.27464","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"38","18.27484","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"39","18.27484","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"40","18.27476","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"41","18.27476","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"42","18.27563","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"43","18.27563","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"44","18.27537","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"45","18.27537","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"46","18.27474","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"47","18.27474","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"48","18.27426","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"49","18.27426","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"50","18.2751","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"51","18.2751","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"52","18.27356","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"53","18.27356","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"54","18.27494","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"55","18.27494","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"56","18.27493","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"57","18.27493","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"58","18.27482","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"59","18.27482","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"60","18.27547","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"61","18.27547","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"62","18.27547","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"63","18.27551","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"64","18.27551","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"65","18.27486","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"66","18.27486","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"67","18.27525","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"68","18.27525","9/2/2026 1:49:03 PM","9/2/2026 1:49:03 PM",
"69","18.27521","9/2/2026 1:49:04 PM","9/2/2026 1:49:04 PM",
"70","18.27521","9/2/2026 1:49:04 PM","9/2/2026 1:49:04 PM",
"71","18.27541","9/2/2026 1:49:04 PM","9/2/2026 1:49:04 PM",
"72","18.27541","9/2/2026 1:49:04 PM","9/2/2026 1:49:04 PM",
"73","18.27477","9/2/2026 1:49:04 PM","9/2/2026 1:49:04 PM",
